CustomerId,Surname,Geography,Gender,Age,EstimatedSalary,target
15702669,Faulkner,Germany,M,44,144680.18,0
15728669,Knowles,Germany,F,30,177772.03,0
15742668,Day,Spain,F,37,5597.94,0
15697441,Hsueh,France,M,29,116828.51,1
15740476,Tsao,Germany,F,32,174652.51,0
15648064,Kennedy,France,M,33,2010.98,1
15636624,Nwabugwu,Spain,F,39,14109.85,0
15807923,Young,Germany,F,39,43527.4,0
15745844,Kerr,Germany,F,40,86099.23,0
15786170,Tien,France,M,31,161574.19,1
15681081,Marrero,Spain,F,47,38970.14,0
15684484,White,France,M,22,127587.22,1
15785869,Pisano,France,F,25,30380.12,1
15763859,Brown,France,F,43,90908.95,1
15658935,Freeman,Germany,F,34,138275.01,0
15747358,Russell,Germany,M,59,32171.79,0
15735203,Seleznyov,Germany,F,32,126143.23,0
15576256,Yusupova,France,M,39,129892.93,1
15659420,Foley,Spain,M,32,102416.84,0
15593365,Shih,Spain,M,39,18719.67,0
15777352,Ikedinachukwu,Spain,F,32,61936.22,0
15812007,Power,Spain,M,25,78358.94,0
15625461,Amos,France,F,45,147224.27,1
15739438,Reed,France,M,30,160979.66,1
15611759,Simmons,Spain,F,57,132298.49,0
15661629,Ricci,Spain,M,34,174248.52,0
15633950,Yen,France,M,41,123547.28,1
15592386,Campbell,France,M,58,32790.02,1
15803716,West,Spain,M,28,181543.67,0
15696674,Robinson,Germany,F,45,2319.96,0
15706365,Bianchi,France,F,50,189543.19,1
15745088,Chen,Germany,F,29,10940.4,0
15676715,Madukaego,France,M,68,199493.38,1
15613085,Ibrahimova,Spain,F,33,188193.25,0
15633537,Nolan,Germany,F,42,172572.64,0
15594720,Scott,Germany,F,35,189339.6,0
15684042,Blair,Germany,M,34,53512.16,0
15583303,Monaldo,France,F,29,34004.44,1
15611579,Sutherland,Spain,M,42,10598.29,0
15774696,Cole,Germany,F,75,113428.77,0
15694506,Briggs,Germany,M,31,183487.98,0
15688074,Gregory,Germany,M,31,187658.09,0
15759537,Bianchi,Germany,M,35,172459.39,0
15758449,Angelo,France,F,39,21016.0,1
15583456,Gardiner,Germany,M,45,122381.02,0
15667871,Kerr,Spain,M,35,128123.66,0
15677371,Ko,Spain,F,30,19570.63,0
15629677,Distefano,Spain,F,39,188150.6,0
15713578,Farrell,France,F,50,111020.24,1
15591509,Milano,France,M,36,123775.15,1
15568240,Ting,Germany,F,30,146700.22,0
15622993,Boyd,Germany,M,28,145251.35,0
15689294,Onyemaechi,Germany,M,44,82463.69,0
15720910,Black,France,F,66,15928.49,1
15721181,Oliver,Spain,M,46,45886.33,0
15776433,Greco,Spain,M,62,186489.95,0
15748936,Whitehead,Spain,F,45,162922.65,0
15717225,Ikemefuna,France,F,21,9262.77,1
15685226,Morrison,Germany,F,29,84932.4,0
15785611,Onyeoruru,Germany,M,38,71557.12,0
15573456,Cunningham,Spain,M,46,77405.95,0
15684548,Demidov,Spain,M,38,417.41,0
15620505,Celis,Spain,F,24,71405.17,0
15807432,Cheng,Germany,F,37,153400.24,0
15584766,Knight,France,M,33,371.05,1
15612187,Morin,Germany,M,32,67789.99,0
15762218,Mills,France,F,39,145894.9,1
15646372,Outhwaite,France,F,66,183840.51,1
15690452,Tung,France,M,52,108887.44,1
15747795,Pai,Germany,F,38,154071.27,0
15781589,Carpenter,Spain,M,52,179291.85,0
15732674,Fennell,Spain,M,36,56937.43,0
15642291,Fontaine,France,M,23,112239.03,1
15692761,Pratt,France,M,36,45909.87,1
15578045,Mitchell,Spain,F,49,173779.25,0
15745354,Franklin,Spain,F,37,125696.26,0
15701376,K'ung,Germany,M,37,159585.61,0
15691625,Ko,Germany,F,41,106761.47,0
15566594,McKenzie,Spain,M,23,129590.18,0
15760431,Pino,France,M,38,80006.65,1
15686302,Fisk,Spain,F,31,140451.52,0
15801559,Chiang,Germany,F,41,187929.43,0
15810432,Moseley,Spain,M,35,167155.36,0
15809616,Hsiung,Spain,M,26,191420.71,0
15720559,Heath,Germany,F,61,11384.45,0
15695632,Dellucci,France,F,39,94898.1,1
15659843,Li,France,F,46,106781.59,1
15615624,De Salis,France,F,28,159508.52,1
15810418,T'ang,Germany,F,60,93524.19,0
15716186,Richardson,France,F,38,87168.46,1
15674551,Fitch,Germany,M,40,8128.32,0
15622834,Stevenson,France,F,35,125518.32,1
15566111,Estes,France,M,39,48963.59,1
15784597,Lattimore,France,M,26,98368.24,1
15652883,Chung,Germany,M,39,148584.61,0
15806964,Utz,France,M,45,27474.81,1
15576313,Wei,Germany,F,40,76192.21,0
15806467,Boyle,Germany,M,40,134600.94,0
15597602,Nwachinemelu,Germany,M,57,72467.99,0
15743040,Kuznetsova,Germany,M,41,199645.45,0
15705521,Pisani,Germany,F,33,42749.85,0
15595039,Manna,Germany,F,37,136050.44,0
15799384,Collier,France,M,33,73564.44,1
15581197,Ricci,France,F,51,85578.63,1
15693737,Carr,Germany,F,30,129826.89,0
15624623,Hs?,France,M,35,119666.0,1
15783501,Findlay,France,F,38,68052.08,1
15690134,Hughes,Germany,F,42,164104.74,0
15782735,Chukwuemeka,France,F,35,80190.36,1
15611088,Genovese,France,F,31,84126.75,1
15672145,Swift,France,F,34,70179.0,1
15732628,Ugoji,France,M,46,118024.1,1
15787470,Parkinson,Spain,M,47,145704.19,0
15803406,Ross,France,F,26,183049.41,1
15730460,Oleary,France,M,37,120906.83,1
15644572,Turnbull,France,M,40,100433.83,1
15694860,Uspensky,France,F,38,138777.0,1
15658169,Cook,Spain,F,47,124694.99,0
15794396,Newbold,Germany,F,38,40084.32,0
15785798,Uchechukwu,France,M,40,119232.33,1
15710825,Ch'en,Spain,M,31,43921.36,0
15668444,He,Spain,F,44,62222.81,0
15726631,Hilton,France,F,39,56577.0,1
15733797,Sal,France,M,36,164253.35,1
15747960,Eluemuno,France,M,33,7666.73,1
15634632,Titus,France,M,38,68487.51,1
15707362,Yin,Germany,M,43,199273.98,0
15662976,Lettiere,Spain,M,37,186062.36,0
15732778,Templeman,Germany,M,29,195711.16,0
15718443,Chibuzo,France,M,39,36692.17,1
15670039,Sun,Spain,F,25,106920.57,0
15773792,Evans,France,F,32,48725.68,1
15613786,Ogbonnaya,Spain,M,26,167036.94,0
15726032,Enyinnaya,France,M,33,68777.26,1
15663252,Olisanugo,Spain,F,32,18924.92,0
15593782,Brookes,Germany,F,38,71905.77,0
15633283,Padovano,France,M,35,64833.28,1
15749167,Fisk,France,M,35,184843.77,1
15759298,Shih,Spain,M,27,176730.02,0
15683625,Hare,France,M,37,20629.4,1
15635367,Muir,France,M,26,28415.36,1
15681705,Fanucci,France,M,28,77231.27,1
15603156,Elewechi,France,F,33,102750.7,1
15591986,Johnston,Germany,M,46,34580.8,0
15798888,Pisano,Germany,F,31,183598.77,0
15809722,Ankudinov,France,F,40,147358.27,1
15677538,Nwokike,France,M,38,108469.2,1
15797736,Smith,France,M,29,20612.82,1
15695585,Atkins,Spain,M,34,181196.76,0
15744398,Burns,France,F,23,160249.1,1
15750658,Obiuto,France,M,37,110783.28,1
15578186,Pirozzi,Germany,M,37,144995.33,0
15676519,George,Spain,M,61,150227.85,0
15637954,Lewis,France,F,35,53718.28,1
15758639,Moran,France,M,37,75248.3,1
15613772,Dalrymple,France,M,39,14353.43,1
15731744,Carslaw,France,M,30,130486.57,1
15807709,Kirby,Germany,F,55,100127.71,0
15714689,Houghton,Spain,M,29,196356.17,0
15699005,Martin,France,F,41,9983.88,1
15624170,Tan,France,F,38,118974.77,1
15725679,Hsia,France,F,47,194998.34,1
15585865,Westerberg,France,F,38,134901.34,1
15804256,Hale,Germany,M,36,72924.56,0
15662403,Kryukova,France,F,32,101057.95,1
15733616,Sopuluchukwu,France,M,40,142838.64,1
15591995,Barry,Germany,M,26,127059.04,0
15677020,Selezneva,France,F,58,116503.92,1
15727688,Chizuoke,Spain,M,32,54405.79,0
15715941,Lueck,France,M,54,88721.84,1
15714485,Udinese,France,M,60,74135.48,1
15730059,Udobata,Spain,M,44,111346.22,0
15715527,Freeman,Spain,F,41,194902.16,0
15576623,Outlaw,France,M,31,31474.27,1
15805565,Obiuto,Germany,M,30,21198.39,0
15677307,Lo,Germany,F,40,186976.6,0
15773890,Okechukwu,France,M,22,117202.19,1
15598883,King,Spain,F,37,143739.29,0
15568506,Forbes,Germany,F,31,161811.23,0
15761043,Macleod,Germany,F,38,98090.91,0
15782236,Gibbs,Spain,M,34,71095.41,0
15593601,Isayev,France,M,34,13107.24,1
15682048,Pisano,France,F,51,67110.59,1
15746902,Belstead,Spain,M,38,88225.02,0
15752081,Vassiliev,France,F,56,62256.87,1
15781307,Schneider,Germany,M,37,135925.72,0
15775912,Mazzanti,France,M,48,177815.87,1
15745417,Knipe,France,M,58,126471.13,1
15671256,Macartney,France,F,35,188574.12,1
15653547,Madukwe,France,M,56,119175.45,1
15595766,Watts,Spain,M,37,139093.73,0
15742358,Humphreys,Germany,M,32,115916.55,0
15763274,Wu,France,M,48,96463.25,1
15786063,Chin,France,F,31,112349.51,1
15600258,Chesnokova,France,M,43,165303.79,1
15573318,Kung,France,M,26,166031.08,1
15653849,Lu,Germany,F,48,38411.79,0
15694272,Nkemakolam,France,M,30,77783.35,1
15736112,Walton,Spain,F,57,29871.79,0
15749851,Brookes,Spain,F,26,59747.63,0
15663478,Baldwin,France,M,32,79919.13,1
15592300,Mai,Spain,M,35,76773.53,0
15567832,Shih,France,F,40,54018.93,1
15776780,He,France,M,59,70649.64,1
15592846,Fiorentini,Germany,M,35,59093.39,0
15739803,Lucciano,Spain,M,34,127569.8,0
15794142,Ferreira,Germany,F,62,18260.98,0
15762729,Ukaegbunam,Germany,F,28,73275.96,0
15667896,De Luca,France,M,37,136129.49,1
15626578,Milne,France,M,26,153237.59,1
15776223,Davide,France,F,42,106841.12,1
15705953,Kodilinyechukwu,Spain,M,51,109078.35,0
15802593,Little,France,F,49,87822.14,1
15615457,Burns,Spain,F,44,126644.98,0
15708916,Paterson,France,M,38,47414.15,1
15720187,Han,Germany,F,30,41879.99,0
15595440,Kryukova,France,M,49,75808.1,1
15600651,Ijendu,France,M,24,47911.03,1
15750141,Reichard,Germany,F,36,28737.78,0
15657284,Day,Germany,M,47,2079.2,0
15763063,Price,Spain,F,25,121562.33,0
15709324,Bruce,France,M,34,55003.79,1
15711309,Sumrall,Germany,M,33,193131.42,0
15775318,Lu,Spain,F,51,191932.27,0
15705515,Lazarev,Germany,M,40,159418.1,0
15634844,Miller,Germany,M,41,191468.78,0
15717046,Wentworth-Shields,Spain,M,53,38913.68,0
15571816,Ritchie,Spain,F,70,705.18,0
15670080,Mackenzie,Germany,F,29,138490.03,0
15800440,Power,Spain,M,61,82970.69,0
15665678,Tan,Spain,M,36,76744.72,0
15665956,Pendergrass,France,F,46,71244.59,1
15788126,Evans,Spain,F,38,12182.15,0
15811773,Hsia,France,M,36,141210.5,1
15651674,Billson,Spain,F,54,191763.07,0
15689614,Teng,Spain,F,63,37938.74,0
15795564,Moretti,Germany,M,31,74890.58,0
15706647,Jordan,France,M,31,166698.18,1
15728505,Ts'ao,France,M,44,62678.53,1
15730076,Osborne,France,M,45,67740.08,1
15622003,Carslaw,France,M,35,161519.77,1
15607312,Ch'ang,Spain,F,49,159835.78,0
15644753,Hung,Spain,M,40,30876.84,0
15653620,Gordon,France,F,27,14858.1,1
15761986,Obialo,Spain,F,32,75685.97,0
15633922,Gray,France,M,30,144183.1,1
15734674,Lin,France,F,41,65170.66,1
15658032,Hopkins,France,M,39,82526.92,1
15692671,Dobson,Spain,M,36,169161.46,0
15737741,McKay,Spain,F,33,109291.39,0
15576352,Revell,Spain,F,57,6057.81,0
15753719,Rickards,Germany,F,30,77077.14,0
15803689,Begum,Germany,F,51,54954.51,0
15718057,Onyinyechukwuka,France,F,51,179614.8,1
15722010,Zuyev,Spain,M,53,35588.07,0
15680998,Nwankwo,France,M,44,117356.14,1
15614782,Hao,France,M,36,160696.72,1
15591047,Ma,Spain,F,47,147278.43,0
15788291,Okwuadigbo,Germany,F,38,56594.36,0
15604044,Mitchell,France,M,38,1299.75,1
15679587,Chan,France,F,34,25095.03,1
15775153,Buchi,Spain,M,32,146326.45,0
15603925,Greco,Spain,F,26,38296.21,0
15680970,Lombardi,Germany,F,41,164061.6,0
15697183,Uchenna,Spain,M,43,107811.28,0
15567446,Coffman,Germany,M,39,30838.51,0
